date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2015-01-05,16911465,1427536792,86.6,80.9,86.6,5.6,7267,2408,81.6
2015-01-06,27721875,2374991930,89.3,82.1,82.6,-4.0,13203,2408,86.4
2015-01-07,12483512,1010448784,82.5,80.0,80.6,-2.0,5454,2408,81.8
2015-01-08,8208941,675532868,83.3,80.7,81.8,1.2,4260,2408,80.7
2015-01-09,9031909,746646529,83.9,81.0,81.0,-0.8,4424,2408,83.8
2015-01-12,8354369,666764844,81.6,78.3,78.8,-2.2,3598,2408,81.1
2015-01-13,9783204,753368217,78.5,76.2,76.2,-2.6,4230,2408,77.3
2015-01-14,8711711,656027621,77.5,74.1,77.3,1.1,4669,2408,75.6
2015-01-15,4041655,310224019,77.5,75.8,76.1,-1.2,2355,2408,77.0
2015-01-16,4220030,318102335,76.1,74.5,75.2,-0.9,2440,2408,75.8
2015-01-19,6794959,494921825,75.2,70.5,71.8,-3.4,3551,2408,75.1
2015-01-20,8027400,604812869,76.8,71.8,76.8,5.0,4184,2408,71.8
2015-01-21,11702813,914137169,79.6,76.9,76.9,0.1,5892,2408,78.1
2015-01-22,9788892,776561886,80.4,77.4,79.7,2.8,4622,2408,78.5
2015-01-23,6197636,495206880,81.4,79.0,79.0,-0.7,3362,2408,80.7
2015-01-26,3767387,299695616,80.4,79.0,79.3,0.3,1862,2408,79.0
2015-01-27,5002541,399587187,80.9,79.0,79.8,0.5,2471,2408,80.4
2015-01-28,11748604,916329398,80.3,77.0,77.1,-2.7,5589,2408,79.8
2015-01-29,5327301,411332672,78.3,75.9,77.4,0.3,3193,2408,76.5
2015-01-30,3615405,277376785,78.2,75.8,76.3,-1.1,1961,2408,78.1
2015-02-02,2936169,221583303,76.6,74.5,75.3,-1.0,1727,2408,75.9
2015-02-03,3364927,254657647,76.5,74.7,75.8,0.5,2021,2408,75.2
2015-02-04,3575078,276168696,78.1,76.5,77.3,1.5,1964,2408,76.5
