date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2015-01-05,467228,81309514,175.5,171.5,175.5,3.5,394,5269,172.0
2015-01-06,449030,77686174,175.5,171.5,172.5,-3.0,395,5269,175.5
2015-01-07,496973,85829829,174.5,170.5,174.0,1.5,396,5269,172.5
2015-01-08,975262,167494802,176.0,167.0,171.0,-3.0,780,5269,175.0
2015-01-09,516100,88072600,173.5,169.0,170.0,-1.0,413,5269,172.0
2015-01-12,584300,96735000,169.5,163.0,166.0,-4.0,513,5269,168.0
2015-01-13,483800,80652899,169.5,164.5,166.0,0.0,395,5269,166.0
2015-01-14,323000,53665000,168.0,164.0,167.5,1.5,270,5269,166.0
2015-01-15,276000,45550000,167.5,164.0,164.5,-3.0,249,5269,166.0
2015-01-16,649350,104324100,165.0,158.0,160.5,-4.0,515,5269,164.5
2015-01-19,454616,71982144,162.5,156.0,156.5,-4.0,390,5269,162.0
2015-01-20,487304,78507768,164.0,156.5,164.0,7.5,437,5269,156.5
2015-01-21,344300,55716500,164.0,160.0,160.5,-3.5,292,5269,164.0
2015-01-22,429408,69447768,163.0,160.5,161.5,1.0,332,5269,161.5
2015-01-23,343000,55452000,163.5,160.0,160.5,-1.0,271,5269,163.5
2015-01-26,739398,121821874,167.0,160.5,163.0,2.5,570,5269,161.0
2015-01-27,294000,47668500,164.5,161.0,162.0,-1.0,235,5269,163.0
2015-01-28,200000,32308000,163.0,160.5,162.0,0.0,173,5269,160.5
2015-01-29,649060,102442100,161.0,155.0,157.5,-4.5,533,5269,160.5
2015-01-30,357108,56312780,159.5,156.5,158.0,0.5,307,5269,158.5
2015-02-02,416001,64572668,158.0,153.0,156.0,-2.0,377,5269,158.0
2015-02-03,262500,40765000,157.0,153.5,155.5,-0.5,235,5269,156.0
2015-02-04,528020,84065670,162.0,156.5,158.0,2.5,449,5269,156.5
2015-02-05,277031,43703898,161.0,155.5,158.0,0.0,261,5269,156.0
2015-02-06,194020,30291150,158.0,155.5,156.0,-2.0,185,5269,158.0
2015-02-09,231006,35998430,157.0,154.5,156.0,0.0,177,5269,156.0
2015-02-10,865317,131278818,156.5,149.5,152.5,-3.5,696,5269,156.0
2015-02-11,521080,80844860,158.0,152.5,153.5,1.0,429,5269,157.0
2015-02-12,274100,41829500,154.0,151.0,153.0,-0.5,239,5269,153.5
2015-02-13,244101,37398155,154.5,152.0,153.0,0.0,193,5269,153.0
2015-02-24,231200,35788000,155.5,154.0,155.5,2.5,215,5269,154.0
2015-02-25,822602,135579432,166.0,157.0,166.0,10.5,488,5269,157.0
2015-02-26,2520580,428499440,172.0,167.5,169.5,3.5,1682,5269,169.0
2015-03-02,1340225,231985975,176.5,169.5,172.0,2.5,1130,5269,170.0
2015-03-03,981225,165842025,172.0,167.5,169.0,-3.0,649,5269,170.5
2015-03-04,1334220,231006840,176.0,167.5,173.0,4.0,1032,5269,170.0
2015-03-05,779104,132513888,171.5,168.0,171.5,-1.5,584,5269,171.0
2015-03-06,705000,122125500,175.5,170.0,171.5,0.0,568,5269,171.5
2015-03-09,3351430,603715905,183.5,171.5,183.5,12.0,2028,5269,172.0
2015-03-10,4223999,801887818,196.0,180.5,183.5,0.0,2954,5269,190.0
2015-03-11,2481515,467897091,192.5,181.0,189.5,6.0,1818,5269,182.0
2015-03-12,1046500,199025000,193.0,187.5,189.5,0.0,847,5269,191.0
2015-03-13,1773493,336909698,194.0,187.5,187.5,-2.0,1225,5269,189.0
2015-03-16,1370427,259084130,192.5,185.0,191.0,3.5,1050,5269,187.5
2015-03-17,1232615,233102505,195.0,186.0,187.0,-4.0,1036,5269,193.5
2015-03-18,1507970,286922710,194.5,185.5,194.5,7.5,1144,5269,187.0
2015-03-19,2966400,603195200,208.0,197.0,208.0,13.5,2010,5269,197.0
2015-03-20,3704459,795826349,221.5,208.0,211.0,3.0,2775,5269,212.0
2015-03-23,2076571,445795977,219.5,208.0,214.5,3.5,1539,5269,211.0
2015-03-24,1961520,431124340,223.5,215.0,220.0,5.5,1568,5269,216.0
2015-03-25,2304446,492463660,225.0,205.0,210.0,-10.0,1905,5269,223.0
2015-03-26,1474907,309010970,214.0,202.0,212.0,2.0,1169,5269,205.0
2015-03-27,1136161,241940971,217.0,208.5,212.0,0.0,963,5269,214.5
2015-03-30,1427780,291654060,214.0,197.5,203.5,-8.5,1153,5269,213.0
2015-03-31,1024165,212662485,210.0,204.0,208.0,4.5,830,5269,207.0
2015-04-01,799400,166516500,210.0,204.5,210.0,2.0,576,5269,208.0
2015-04-02,549131,114260181,212.0,205.5,207.5,-2.5,430,5269,212.0
2015-04-07,494465,102834685,212.5,203.0,209.0,1.5,402,5269,206.5
2015-04-08,515878,106632612,211.0,204.5,206.0,-3.0,393,5269,208.0
2015-04-09,1767400,363535800,214.5,195.5,198.0,-8.0,1485,5269,207.0
2015-04-10,1518130,291534265,202.0,188.0,189.0,-9.0,1245,5269,198.0
2015-04-13,1255355,233534885,192.0,183.0,185.5,-3.5,954,5269,190.5
2015-04-14,1799265,347022940,196.5,184.0,196.0,10.5,1332,5269,186.0
2015-04-15,942723,183482039,197.5,192.5,194.0,-2.0,718,5269,196.0
2015-04-16,747295,143087845,195.5,188.5,189.5,-4.5,617,5269,194.5
2015-04-17,912200,168820800,190.0,180.5,187.5,-2.0,738,5269,189.5
2015-04-20,769075,145071750,191.5,185.5,188.5,1.0,641,5269,189.5
2015-04-21,1454102,265196360,189.5,179.0,179.0,-9.5,1148,5269,189.5
2015-04-22,739140,133802400,185.0,176.0,183.5,4.5,578,5269,179.0
2015-04-23,1046098,197675414,192.0,185.0,189.0,5.5,847,5269,187.0
2015-04-24,595000,111706000,190.0,186.0,189.0,0.0,497,5269,188.5
2015-04-27,531080,100912040,193.0,188.0,188.0,-1.0,427,5269,193.0
2015-04-28,368121,68556445,189.5,185.0,185.0,-3.0,306,5269,187.0
2015-04-29,303000,56358000,188.0,183.0,186.0,1.0,267,5269,185.0
2015-04-30,269042,49662812,187.5,183.0,184.5,-1.5,228,5269,187.5
2015-05-04,1402331,243921427,179.5,172.0,172.0,-12.5,1087,5269,179.5
2015-05-05,708030,123031520,177.0,170.0,173.0,1.0,585,5269,170.0
2015-05-06,442005,76489375,175.0,170.5,172.0,-1.0,354,5269,170.5
2015-05-07,1715245,277996935,172.0,160.0,160.0,-12.0,1313,5269,172.0
2015-05-08,761050,120483400,161.0,153.5,156.5,-3.5,591,5269,160.0
2015-05-11,1517150,226964975,156.5,146.0,146.0,-10.5,1112,5269,156.0
2015-05-12,1144064,168114984,153.0,141.0,152.5,6.5,906,5269,144.0
2015-05-13,1109040,173153280,158.5,153.0,155.5,3.0,875,5269,153.0
2015-05-14,696250,105061750,156.5,147.5,150.5,-5.0,575,5269,156.0
2015-05-15,714100,105393500,152.0,143.0,147.5,-3.0,599,5269,152.0
2015-05-18,589000,85412000,147.5,143.5,144.0,-3.5,464,5269,147.5
2015-05-19,814020,123102580,154.0,144.0,154.0,10.0,623,5269,144.0
2015-05-20,1711215,273321367,163.0,157.0,163.0,9.0,1292,5269,157.0
2015-05-21,742011,118204782,162.0,157.0,160.0,-3.0,622,5269,162.0
2015-05-22,692080,111694880,164.5,158.5,159.0,-1.0,578,5269,161.0
2015-05-25,846010,138313180,166.0,159.0,166.0,7.0,688,5269,159.0
2015-05-26,1545108,265035076,174.5,168.0,171.0,5.0,1216,5269,170.0
2015-05-27,810000,136642500,172.0,165.0,168.5,-2.5,667,5269,169.0
2015-05-28,921025,155971800,172.0,166.0,170.0,1.5,699,5269,170.0
2015-05-29,1284355,224412625,178.0,171.5,174.0,4.0,991,5269,172.5
2015-06-01,480035,82478502,175.5,168.0,171.5,-2.5,427,5269,174.0
2015-06-02,1191010,214569300,186.5,176.5,176.5,5.0,969,5269,178.0
2015-06-03,928010,161089300,179.5,168.0,174.0,-2.5,742,5269,179.5
2015-06-04,1075000,186224000,179.0,169.0,170.0,-4.0,876,5269,174.0
2015-06-05,738025,126192375,173.5,168.0,173.0,3.0,597,5269,168.0
2015-06-08,642005,112745890,179.0,171.5,175.0,2.0,550,5269,173.0
2015-06-09,958000,160606500,175.5,160.0,163.0,-12.0,771,5269,175.0
2015-06-10,1439750,247265874,175.0,167.0,175.0,12.0,1121,5269,167.0
2015-06-11,2763941,514210142,192.5,178.0,192.5,17.5,2018,5269,178.0
2015-06-12,2993286,592910628,206.5,188.0,198.0,5.5,2405,5269,192.0
