date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2015-01-05,518609,21392698,41.6,40.85,41.3,-0.35,396,8046,41.5
2015-01-06,1067430,43829956,41.55,40.85,40.9,-0.4,652,8046,40.95
2015-01-07,968030,39530373,41.1,40.65,40.7,-0.2,642,8046,40.9
2015-01-08,4815524,200507696,42.05,40.8,41.85,1.15,2459,8046,40.8
2015-01-09,2580539,106586609,41.9,41.0,41.0,-0.85,1426,8046,41.9
2015-01-12,1202240,49111603,41.15,40.65,40.65,-0.35,803,8046,41.0
2015-01-13,803870,33002234,41.25,40.65,41.25,0.6,437,8046,40.65
2015-01-14,1364483,56388986,41.75,40.9,41.7,0.45,639,8046,41.45
2015-01-15,11970947,519034675,44.5,42.15,43.65,1.95,5294,8046,42.3
2015-01-16,4867331,208221312,44.05,41.9,41.9,-1.75,2631,8046,44.0
2015-01-19,1868632,78437413,42.9,41.2,41.4,-0.5,1133,8046,42.9
2015-01-20,1491813,63092288,42.6,41.7,42.2,0.8,1035,8046,41.7
2015-01-21,1620036,69205633,43.1,42.3,42.65,0.45,957,8046,42.4
2015-01-22,1160859,49667493,43.1,42.55,42.55,-0.1,695,8046,42.7
2015-01-23,6086970,266039620,44.2,42.9,44.1,1.55,2730,8046,43.5
2015-01-26,3984304,173791208,44.05,43.15,43.3,-0.8,1841,8046,44.0
2015-01-27,8127508,363917479,45.9,43.55,45.2,1.9,3986,8046,43.85
2015-01-28,6779604,307049155,45.9,44.6,44.95,-0.25,3310,8046,44.9
2015-01-29,3116628,139729021,45.5,44.45,44.55,-0.4,1664,8046,45.3
2015-01-30,2487450,111470807,45.4,44.5,44.6,0.05,1463,8046,44.8
2015-02-02,2048931,90638956,45.15,43.9,43.95,-0.65,1260,8046,45.0
2015-02-03,1678125,74469950,44.65,44.1,44.2,0.25,1245,8046,44.2
2015-02-04,5426345,246025075,46.0,44.4,45.2,1.0,2891,8046,44.8
2015-02-05,1428909,64076455,45.2,44.65,45.0,-0.2,932,8046,45.2
2015-02-06,1105549,49381555,45.2,44.4,44.4,-0.6,655,8046,45.2
2015-02-09,946375,41777015,44.6,43.9,43.9,-0.5,605,8046,44.6
2015-02-10,2440889,105580763,44.4,42.7,42.85,-1.05,1358,8046,44.0
2015-02-11,1729058,74032217,43.35,42.6,42.6,-0.25,1106,8046,43.05
2015-02-12,999300,42858538,43.1,42.7,43.1,0.5,679,8046,42.8
2015-02-13,857231,37005233,43.35,43.0,43.15,0.05,558,8046,43.3
2015-02-24,1908481,82947401,43.75,43.15,43.2,0.05,1071,8046,43.5
2015-02-25,3315334,147705025,45.25,43.55,44.6,1.4,1751,8046,43.6
2015-02-26,1169821,51968576,45.0,44.2,44.3,-0.3,694,8046,44.7
2015-03-02,1374196,60830163,44.6,44.1,44.1,-0.2,598,8046,44.5
2015-03-03,1109425,49143810,44.6,44.15,44.15,0.05,548,8046,44.5
2015-03-04,2181639,97646905,45.1,44.2,45.0,0.85,1188,8046,44.2
2015-03-05,2997549,135444792,45.6,44.75,44.8,-0.2,1395,8046,45.2
2015-03-06,3944522,179545868,45.9,44.85,45.45,0.65,1629,8046,45.0
2015-03-09,10341742,485609075,48.3,45.35,48.3,2.85,4731,8046,45.4
2015-03-10,5812572,275334438,48.3,46.9,46.95,-1.35,2952,8046,48.3
2015-03-11,2462324,115718790,47.4,46.3,47.1,0.15,1329,8046,46.5
2015-03-12,5484160,263998412,48.8,47.45,47.6,0.5,2681,8046,47.5
2015-03-13,3991955,192752582,48.75,47.7,47.9,0.3,1754,8046,47.8
2015-03-16,4578658,221303760,48.85,47.55,48.8,0.9,1895,8046,48.0
2015-03-17,4574132,223665032,49.35,48.4,48.4,-0.4,1749,8046,49.0
2015-03-18,3568600,174571164,49.1,48.7,48.8,0.4,1321,8046,48.85
2015-03-19,6337885,319999400,51.2,49.3,50.7,1.9,2531,8046,49.3
2015-03-20,3407340,173414531,51.4,50.1,51.0,0.3,1409,8046,50.7
2015-03-23,4013590,202938716,51.2,49.5,49.9,-1.1,1577,8046,51.0
2015-03-24,3031551,153797762,51.5,49.6,51.5,1.6,1450,8046,50.4
2015-03-25,3075190,156616193,52.0,50.2,50.7,-0.8,1636,8046,52.0
2015-03-26,2746699,138652474,51.0,49.8,50.3,-0.4,1540,8046,49.8
2015-03-27,3848909,198333911,52.0,50.5,51.7,1.4,2180,8046,50.6
2015-03-30,3046836,156740335,52.1,51.1,51.3,-0.4,1707,8046,51.6
2015-03-31,2691254,137862875,51.9,50.7,51.3,0.0,1112,8046,51.7
2015-04-01,2669872,137711579,52.0,50.9,52.0,0.7,1009,8046,51.1
2015-04-02,4937668,260605198,53.4,51.8,53.0,1.0,2173,8046,52.0
2015-04-07,5217917,282774793,55.2,52.5,54.2,1.2,2694,8046,53.0
2015-04-08,4311900,236237523,55.4,53.7,54.7,0.5,2213,8046,54.2
2015-04-09,3166803,172035037,55.5,53.4,53.5,-1.2,1445,8046,54.7
2015-04-10,2929006,157961421,54.7,52.8,54.5,1.0,1360,8046,53.7
2015-04-13,3632259,202529004,56.6,54.6,55.8,1.3,1947,8046,55.0
2015-04-14,1558465,87007903,56.5,55.3,55.8,0.0,986,8046,56.1
